name,voteCount,rating,address,cusine,cost,timing
New Rangeela Dhaba,158 votes,3.0,"Rajarhat New Town Road, Chinar Park, Kolkata","Chinese, Bengali",₹300,12:30pm – 10:30pm (Mon-Sun)
Ahar a Bahar,Cuisines:,-,"7, T.N Biswas Road Dakshineswer, Baranagar, Kolkata",North Indian,₹350,7am – 10pm (Mon-Sun)
Saju Sweets,Cuisines:,-,"East Beraberi, Rajarhat, New Town, Chinar Park, Kolkata",North Indian,₹100,7:30am – 10pm (Mon-Sun)
Bangalir Ranna Ghar,Cuisines:,-,"87/12/116C/1, Raja S C Mullick, Jadavpur, Kolkata","Fast Food, Seafood, North Indian, Biryani",₹250,"9am – 4pm, 6pm – 12midnight (Mon-Sun)"
Kitchen Palace,28 votes,3.5,"19/1/1A, D.P.P. Road, Naktala, Kolkata","Fast Food, Seafood, North Indian, Biryani",₹200,11am – 11pm (Mon-Sun)
Bengali Food,Cuisines:,NEW,"Sunit Banerjee Road, Panihati Ghola, Sodepur, Kolkata","Momos, Chinese, Mughlai",₹250,11am – 10pm (Mon-Sun)
BakingWali,Cuisines:,,"1/A/17, Ramlal Agarwal Lane, Baranagar, Kolkata","Momos, Chinese, Mughlai",₹200,
Snacks N Grill,Cuisines:,-,"170/159, A N.S.C.Bose Road, Tollygunge, Kolkata","Fast Food, Biryani, Chinese, Rolls",₹200,11am – 12midnight (Mon-Sun)
Dolphin,Cuisines:,-,"Vill- Algoria, Po. Noapara, P.S-Duttapukur, Barasat, Kolkata","Fast Food, Biryani, Chinese, Rolls",₹500,11am – 11pm (Mon-Sun)
Healthy Kitchen,Cuisines:,-,"Boral, Uttar Sreepur, Charaktala, South 24 Pargans, Near Garia, Kolkata",Mithai,₹100,"4pm – 10pm (Mon-Fri),2pm – 10pm (Sat-Sun)"
Chandika Food Corner,Cuisines:,-,"82, Nandan Kanan, D. P Nagar, Belghoria, Kolkata",Mithai,₹250,2:30pm – 11pm (Mon-Sun)
Tripti Fast Food Centre,Cuisines:,,"50/22, K.B. Sarani, Mall Road, Dum Dum, Kolkata",Chinese,₹300,
Sunshine Restaurant,Cuisines:,-,"59, Near SBI Bank, Dumdum Cantonment, Natunbazar, Sreema Road, Dum Dum, Kolkata",Chinese,₹300,9am – 11pm (Mon-Sun)
Tripty Fast Food,Cuisines:,-,"62B, N.S Avenue, Hooghly, Serampore, Kolkata",Chinese,₹450,11am – 11pm (Mon-Sun)
Mayank Restaurant Cum Bar,Cuisines:,-,"15, B.K Expressway, Shyamnagar, Hansia, Near Barrackpore, Kolkata",Chinese,₹500,11am – 11pm (Mon-Sun)
D Hydrabadi Paradise,4 votes,2.9,"Shapoorji Pallonji, Back Gate, Rajarhat, Action Area 3, New Town, Kolkata","Chinese, Rolls",₹300,12noon – 2am (Mon-Sun)
Bhukkad Junction,Cuisines:,-,"Shop 8, 550 Boral Main Road, Kalyani Bhavan, Garia, Kolkata","Chinese, Rolls",₹300,8am – 11pm (Mon-Sun)
The Tandoori Park,Cuisines:,-,"Shop 11/2/A/2, K.C Ghosh Road, Near Corporation Bank, Sinthi, Kolkata","Chinese, Rolls, North Indian",₹300,1pm – 11pm (Mon-Sun)
New Amar Bangali,5 votes,3.2,"153, Bidhan Park, Baranagar, Kolkata","Chinese, Rolls, North Indian",₹200,11am – 12midnight (Mon-Sun)
Big Kitchen,Cuisines:,-,"3, Salbagan Gate, Barrackpore Road, Barasat, Kolkata","North Indian, Chinese",₹500,11am – 11pm (Mon-Sun)
Tandoori Chinese,304 votes,3.4,"Ground Floor, Green Residenza, Rajarhat Main Road, Bidhannagar - Rajarhat Municipal Corporation, Chinar Park, Kolkata","North Indian, Chinese",₹300,"8:15am – 3pm, 5pm – 10pm (Mon-Fri),8:15am –..."
Chennai Express South Indian Food,Cuisines:,-,"Stall 148, Hiland Park, Opposite Oriental Bank Of Commerce, Ajoy Nagar, Kolkata","North Indian, Chinese, Rolls, Bengali",₹200,11am – 11pm (Mon-Sun)
Singh Ji Aara Wale,Cuisines:,-,"143, Block-A, Bangur Avenue, Bangur, Kolkata","North Indian, Chinese, Rolls, Bengali",₹150,8am – 10pm (Mon-Sun)
Ayan Fast Food Centre,Cuisines:,-,"1, Bansdroni Avenue, Ward 112, Tollygunge, Kolkata","Chinese, North Indian, South Indian, Bengali",₹400,11am – 11pm (Mon-Sun)
New Satyanarayan Mistanna Bhandar,Cuisines:,-,"381, Mahatma Gandhi Road, Haridevpur, Paschim Putiary, Tollygunge, Kolkata","Chinese, North Indian, South Indian, Bengali",₹100,7am – 12midnight (Mon-Sun)
The Shahenshahi Biryani,Cuisines:,-,"Raja Road, Sukchar, Ward 2, Sodepur, Kolkata",Fast Food,₹300,11am – 11pm (Mon-Sun)
Moumitar Rannaghar,Cuisines:,-,"28, Chak Thakurani, Kalitala, Joka, Kolkata",Fast Food,₹350,10am – 11:30pm (Mon-Sun)
Shubham Fast Food Center,Cuisines:,,"7/1, Durga Nagar, Station Road, Dum Dum, Kolkata","North Indian, Chinese",₹300,
Kathleen Confectioners,Cuisines:,-,"Shop 1, Roy Bahadur Manmohan Mukharjee Road, Ganguly Para More, Bally, Howrah","North Indian, Chinese",₹250,9:30am – 10pm (Mon-Sun)
More Fiesta,Cuisines:,-,"2nd Floor, Govind Bhawan, AN Block, Bidhannagar, Sector 5, Salt Lake, Kolkata","Rolls, Chinese",₹400,11am – 11pm (Mon-Sun)
Tasty Bites,Cuisines:,-,"NP-283, Nayapatty, Sector 5, Salt Lake, Kolkata","Rolls, Chinese",₹400,12noon – 10:30pm (Mon-Sun)
Sweet Treats,Cuisines:,NEW,"Dream Plazza, Noapara, Mullickbagan, 2nd Lane, Sukantapally, New Town, Kolkata","North Indian, Continental",₹150,10am – 8pm (Mon-Sun)
Golden Kitchen,Cuisines:,NEW,"Reckjoani More, Rajarhat Thana, Rajarhat Main Road, New Town, Kolkata","North Indian, Continental",₹450,11am – 11pm (Mon-Sun)
Salsa Kitchen,Cuisines:,NEW,"FD 73, Swamiji Pally, PO Jyangara, Baguihati, Kolkata","North Indian, Chinese, Mughlai",₹400,11am – 11pm (Mon-Sun)
Bhanu Tea Stall,Cuisines:,-,"60, Dr SP Mukharjee Road, Gorabazar, DumDum Cantonment, Dum Dum, Kolkata","North Indian, Chinese, Mughlai",₹150,"9am – 2pm, 6pm – 12midnight (Mon-Sun)"
7 PM,Cuisines:,-,"Nazrul Islam Avenue, V.I.P. Road, Teghoria, Near Kaikhali, Kolkata","Fast Food, Bakery, Desserts",₹500,12noon – 12midnight (Mon-Sun)
Bhanu Tea & Sweet Corner,Cuisines:,,"14, PG, Bhaduri Sarani, Serampore, Kolkata","Fast Food, Bakery, Desserts",₹100,
Tiffin Time,Cuisines:,-,"NS Avenue Serampore, Kolkata","Momos, Tibetan",₹250,11am – 10pm (Mon-Sun)
Pleasure Cafe,Cuisines:,-,"315, GT Road, Serampore, Kolkata","Momos, Tibetan",₹300,10am – 10pm (Mon-Sun)
Mithu Kitchen Service,Cuisines:,-,"NSC Bose Road Harinavi, Near Rajpur Municipal Corporation, Narendra Pur, Kolkata","Biryani, North Indian",₹300,"10am – 10pm (Mon-Thu),11am – 10pm (Fri-Sun)"
New Arsalan Biryani,Cuisines:,,"Shop 31, Netaji Subhas Road, Rajpur, Harinavi, Narendra Pur, Kolkata","Biryani, North Indian",₹250,
Scratch,5 votes,3.1,"Ns Avenue, Ward 7, Serampore, Kolkata","Chinese, Rolls, Kebab, North Indian",₹150,3:30pm – 10pm (Mon-Sun)
King's Food,Cuisines:,NEW,"DA 4/14, Sastribagan, Baguihati, Kolkata","Chinese, Rolls, Kebab, North Indian",₹400,11am – 11pm (Mon-Sun)
Loknath Hotel,Cuisines:,NEW,"S.M Ali Road Barrack pore Station Road, Barrackpore, Kolkata","Chinese, Fast Food",₹150,10am – 11pm (Mon-Sun)
Kings Corner,Cuisines:,-,"N.P-531, Diagonally Opposite Technopolish IT Hub, Sector 5, Salt Lake, Kolkata","Chinese, Fast Food",₹550,11am – 11pm (Mon-Sun)
Chinese Fast Food,Cuisines:,-,"82, GT Road, Champdani Bazar, Baidyabati, Near Post Office Ichapur, Howrah",Fast Food,₹250,8am – 11pm (Mon-Sun)
Kalpana Bhojonaloy,Cuisines:,-,"2/5/- A, Mukherjeepara Road, Halisahar, North 24 Parganas, Halisahar Municipality, Kalyani, Kolkata",Fast Food,₹200,9am – 11pm (Mon-Sun)
Sreeshambhunath Sweets,Cuisines:,-,"93, N.S. Avenue, Hooghly, Serampore, Kolkata","South Indian, Sandwich, Fast Food, Beverages",₹100,8am – 11pm (Mon-Sun)
The Hunger Foody,Cuisines:,-,"57A/2/1, G T Road, Kalitala, Serampore, Kolkata","South Indian, Sandwich, Fast Food, Beverages",₹400,12noon – 11pm (Mon-Sun)
Bamtara Tiffin Centre,Cuisines:,NEW,"148, Mukherjee Para Chatra, Baidyabati Municipality, Hooghly, Serampore, Kolkata",Beverages,₹250,11am – 11pm (Mon-Sun)
Satya Narayan Fast Food,4 votes,3.0,"N.S Avenue, Opposite City Choice, Serampore, Kolkata",Beverages,₹300,12noon – 11pm (Mon-Sun)
Snack Pack,Cuisines:,,"AC 385, Samarpally, Krishnapur, Near Milan Bazar, Kestopur, Kolkata",Fast Food,₹250,
Mandal Pawbhaji,Cuisines:,NEW,"965, Jessore Road, Beside Aditya School, Nagerbazar, Kolkata",Fast Food,₹200,11am – 11pm (Mon-Sun)
Pet Bhojon,Cuisines:,-,"Bidyasagar Saroni, 30 Feet, Boral, Naktala, Kolkata",Bengali,₹150,11am – 11pm (Mon-Sun)
Kolkata Biryani House,Cuisines:,-,"112/1, Bangur Avenue, Block C, Lake Town, Kolkata",Bengali,₹400,11am – 11pm (Mon-Sun)
Yummi Tummy,5 votes,3.1,"Shop 6, Joydeep Apartment, Krishnapur Main Road, Krishnapur Mission Bazar, Kestopur, Kolkata","North Indian, Bengali",₹200,10am – 3am (Mon-Sun)
Spice Biriyani,Cuisines:,-,"106, B.T. Road, Bonhooghly, Baranagar, Kolkata","North Indian, Bengali",₹250,12noon – 11pm (Mon-Sun)
Sangam Biryani,Cuisines:,-,"Sukumar Dutta's Flat, Dr. B.R. Ambedkar Road, Sreepally, Palta, Barrackpore, Kolkata",South Indian,₹200,11am – 11pm (Mon-Sun)
Wings Mama,Cuisines:,NEW,"Kamala Apartment, LGW Lane, Narayanpur, Rajarhat, Gopalpur, Kaikhali, Kolkata",South Indian,₹400,4pm – 4am (Mon-Sun)
Dilruba Restauarant,Cuisines:,NEW,"AC 204, Ground Floor, Prafulla Kanan, Rabindrapally, Kestopur, Kolkata","Bengali, Chinese, Mughlai",₹200,11am – 11pm (Mon-Sun)
Albela Biryani Center,Cuisines:,,"Hatisala Six Lane, KLC, New Town, Kolkata","Bengali, Chinese, Mughlai",₹200,
Khushi & Vishal Food Store,5 votes,3.1,"22, Vivekananda Road, Below Peter Abashan, South Dumdum, Dum Dum, Kolkata",Chinese,₹150,5pm – 12midnight (Mon-Sun)
Cake Mania,Cuisines:,NEW,"P-38, Raipur, Near Post Office, Garia, Kolkata",Chinese,₹350,11am – 11pm (Mon-Sun)
Nutrient Food Centre,Cuisines:,-,"D/13, Baghajatin Station Road, Ward 102, Post Jadavpur University Baghajatin, Kolkata","North Indian, Chinese, Mughlai",₹200,8am – 11pm (Mon-Sun)
Rock-N-Roll,Cuisines:,,"110, Sree Nagar Main Road, Garia, Kolkata","North Indian, Chinese, Mughlai",₹450,
Greedygo Food Maker,29 votes,3.5,"Flat B5, Meena Green Complex, B Block, Chiriamore, Kaikhali, Kolkata",Bengali,₹150,"Closed (Mon-Fri),4pm – 9pm (Sat-Sun)"
Jamai Ador,Cuisines:,-,"Wireless Gate, Barrackpore, Kolkata",Bengali,₹450,12noon – 11pm (Mon-Sun)
Ratul's,Cuisines:,,"Street 30, GP Block, Sector 5, Salt Lake, Kolkata","Rolls, Biryani, North Indian, Chinese",₹250,
Skytone,Cuisines:,NEW,"61, Barasat, Kolkata","Rolls, Biryani, North Indian, Chinese",₹300,11am – 11pm (Mon-Sun)
Delicious Kitchen,Cuisines:,NEW,"Inside Silverkey Executive Stays 36128, Bidhannagar, New Town, Kolkata",Desserts,₹350,11am – 11pm (Mon-Sun)
Indian Kitchen,Cuisines:,-,"13/13, Sarada Pally, Jyangra Battala, Dakkin Math, Baguihati, Kolkata",Desserts,₹400,11am – 11pm (Mon-Sun)
Rahaman Restaurant,Cuisines:,-,"CE-8, Rajarhat Road, Jyangra Chowmatha, Baguihati, Kolkata",Fast Food,₹200,11am – 11pm (Mon-Sun)
Calcutta Corner,Cuisines:,-,Delivery Only,Fast Food,₹250,"12noon – 10:30pm (Mon-Sat),Closed (Sun)"
Dhanashree,14 votes,3.3,"AF 377, Sushila Niketan, Krishnapur Sarat Sarani, Kestopur, Kolkata",Bengali,₹300,11am – 11pm (Mon-Sun)
New Abar Bangali,Cuisines:,-,"1/H/31, Sarba Khan Road, Dum Dum, Kolkata",Bengali,₹400,8am – 12midnight (Mon-Sun)
M-Combo,Cuisines:,NEW,"79/1, MB Road, Birati, Barasat, Kolkata","Fast Food, Chinese",₹400,11am – 11pm (Mon-Sun)
Viva,Cuisines:,-,"The Amaya Resort Kolkata NH 6, Bombay Road, Birshibpur, Opposite Bharat Gas Factory, Uluberia, Kona Exp Way, Howrah","Fast Food, Chinese","₹1,200",7am – 11pm (Mon-Sun)
Salsa Restaurant,400 votes,3.7,"Shop 5, A9, Municipal Market, Kalyani, Kolkata",North Indian,₹600,11am – 11pm (Mon-Sun)
RR Cafe,17 votes,3.0,"665, Chandannagar Station Road, Fatokgora, Sukhsanatantala, Chandannagar, Kolkata",North Indian,₹500,11am – 9pm (Mon-Sun)
Indian Oven,9 votes,3.1,"AC 205, Prafulla Kanan Road East, Kestopur, Kolkata",Paan,₹500,8:30am – 11pm (Mon-Sun)
Adda Junction,27 votes,3.5,"21, Shop 2, Ground Floor, Matri Mandir Lane, Baranagar, Kolkata",Paan,₹350,10am – 10pm (Mon-Sun)
The China Town,4 votes,3.0,"Rajarhat Road, Beside Bandhan Bank, Atghara, Chinar Park, Kolkata",North Indian,₹300,12noon – 10:30pm (Mon-Sun)
Urvashi Food Park,4 votes,3.2,"Uddyanpally Main Road, Das Para, Budge Budge, Near Tara Tala, Kolkata",North Indian,₹200,7am – 11pm (Mon-Sun)
Annapurna Sweets,10 votes,2.9,"Ramchandrapur, Bally Durgapur, Near Tara Mandir, Bally, Howrah","North Indian, Healthy Food",₹150,8am – 10:30pm (Mon-Sun)
Krish Kitchen,22 votes,2.9,"413/A Dum Dum Park, Dum Dum, Kolkata","North Indian, Healthy Food",₹250,5pm – 10:30pm (Mon-Sun)
Bangalir Swad,28 votes,2.9,"T 49, BP Township, Patuli, Near Patuli Fire Station, Garia, Kolkata",Fast Food,₹200,11am – 11pm (Mon-Sun)
Mughal Times,206 votes,3.8,"284, Notun Bazar Market, East Sodepur Road, Madhyamgram, Ward 10, Holding 558, Barasat, Kolkata",Fast Food,₹400,12:30pm – 12midnight (Mon-Sun)
Simla Arsolan Biriyani,131 votes,2.9,"32/1, Chandi Ghosh Road, Tollygunge, Kolkata","Chinese, Fast Food",₹200,11:30am – 11pm (Mon-Sun)
Cafe' B&B,24 votes,3.6,"AI-059, Premises 01-029, Action Area 1, New Town, Kolkata","Chinese, Fast Food",₹300,1pm – 1am (Mon-Sun)
Firoj Biryani,29 votes,2.9,"Strand Road, Barabazar, Chandannagar, Kolkata","Bengali, Fast Food",₹250,1pm – 10pm (Mon-Sun)
BFC,20 votes,3.1,"1008, MB Road, Birati, Dum Dum, Kolkata","Bengali, Fast Food",₹250,11am – 11pm (Mon-Sun)
Ruti Centre,232 votes,3.2,"59, APC Roy Road, Barasat, Kolkata","North Indian, Fast Food, Chinese",₹300,11am – 11pm (Mon-Sun)
Chakle,331 votes,3.7,"AH 51, 16 Feet Road, Ganapati Park, Kestopur, Kolkata","North Indian, Fast Food, Chinese",₹200,4pm – 10:45pm (Mon-Sun)
Sumi's Kitchen,402 votes,3.1,"85, Biren Roy Road West, Bakultala, Behala, Kolkata","Bakery, Desserts",₹500,12:30pm – 12midnight (Mon-Sun)
Rajkumar Sweets,10 votes,2.7,"Megacity Crossing, Rajarhat Road, Chinar Park, Kolkata","Bakery, Desserts",₹100,7am – 10pm (Mon-Sun)
Hotel Orbit,13 votes,3.3,"60, Amarnath Road, Near Station, Uttarpara, Kolkata","North Indian, Chinese, Kebab, Bengali, Continental",₹450,10:30am – 11pm (Mon-Sun)
Cafe A Biryani,Cuisines:,-,"T- 130, Tegharia Main Road, Near Loknath Mandir, Chinar Park, Kolkata","North Indian, Chinese, Kebab, Bengali, Continental",₹500,12noon – 2am (Mon-Sun)
Shakambari Food Corner,Cuisines:,NEW,"584, M B Road, Dulex Complex, Birati, Barasat, Kolkata","Bengali, Biryani, Seafood",₹400,11am – 11pm (Mon-Sun)
Bangalir Thali,Cuisines:,-,"T 49, BP Township Patuli, Paragana, Garia, Kolkata","Bengali, Biryani, Seafood",₹400,24 Hours (Mon-Sun)
Chinese Corner,Cuisines:,-,"LIC Building, Rajarhat Chowmatha, Rajarhat, New Town, Kolkata","North Indian, Biryani, Chinese, Fast Food",₹250,11am – 11pm (Mon-Sun)
100% Food,Cuisines:,-,"Shop 4, 69, LP-110/22, Nandpara, Dum Dum, Kolkata","North Indian, Biryani, Chinese, Fast Food",₹200,11am – 11pm (Mon-Sun)
Arpita Caterers,27 votes,3.0,"48/G/1, Patua Para Lane, Serampore, Kolkata","North Indian, Chinese, Mughlai",₹250,8am – 9pm (Mon-Sun)
Meghdoot Food Service,82 votes,3.5,"P 36, Nilgunj Road, Sodepur, Kolkata","North Indian, Chinese, Mughlai",₹150,8am – 12midnight (Mon-Sun)
Ganpati Foods,224 votes,3.1,"Plot 20, Shapoorji Pallonji, CLC Gate, Near Masjid, New Town, Kolkata","Seafood, Chinese, Continental, Italian",₹400,"7:30am – 2:30pm, 5:30pm – 11pm (Mon, Tue, Wed..."
Suruchi Restaurant,Cuisines:,-,"295, GT Road, Serampore, Kolkata","Seafood, Chinese, Continental, Italian",₹250,11am – 11pm (Mon-Sun)
Food Junction,Cuisines:,,"2/1A, Kalipada Mukherjee Road, Kumar Park, Purba Barisha, Behala, Kolkata","Biryani, Street Food",₹200,
Suruchi Fast Food Centre,Cuisines:,-,"305, Raja Ram Mohan Roy Road, Behala, Kolkata","Biryani, Street Food",₹300,12noon – 10:30pm (Mon-Sun)
Momo And More,Cuisines:,,"56, Guru Charan Naskar Road, Regent Park, Naktala, Kolkata","South Indian, Street Food",₹350,
Ayushi's Kitchen,Cuisines:,-,"House 298, Brahmapur More, Garia, Kolkata","South Indian, Street Food",₹100,7am – 10pm (Mon-Sun)
Sheetla Sweets,Cuisines:,-,"12/A/2, Pasurpati Bhattacharjee Road, Behala, Kolkata","North Indian, Fast Food",₹150,7am – 11pm (Mon-Sun)
Royal Biryani Center,4 votes,2.9,"Talikhola, Barasat, Kolkata","North Indian, Fast Food",₹200,11am – 11pm (Mon-Sun)
Foodies Food Corner,6 votes,2.9,"1/1, Subhash Park, Bansdroni, Garia, Kolkata","North Indian, South Indian, Chinese, Continental",₹300,1pm – 11pm (Mon-Sun)
Basu Biryani,6 votes,2.8,"1/65, NSC Bose Road, Naktala, Kolkata","North Indian, South Indian, Chinese, Continental",₹300,11am – 10pm (Mon-Sun)
Ankita Food Centre,Cuisines:,-,"78, A.P.C. Roy Road, Nimta Birati Tulshi Bagan, Near Subhash Uddan, Barasat, Kolkata",Bengali,₹500,11am – 12midnight (Mon-Sun)
Sweet Heart,Cuisines:,,"Mallick Goli, Chinsura, Kolkata",Bengali,₹150,
Snack Shack,86 votes,3.7,"54, NSC Bose Road, Mahamaya Apartment, Near Spencers, Narendra Pur, Kolkata","Bengali, North Indian, Beverages",₹450,10am – 9:30pm (Mon-Sun)
7 Awake Stores,Cuisines:,NEW,"Suit #1, Surya Kiran Building, N Station, Agarpara, Sodepur, Kolkata","Bengali, North Indian, Beverages",₹250,6:30am – 11pm (Mon-Sun)
Osam Fast Food Centre,Cuisines:,NEW,"13, Pirpukur Road, Vidyasagar Park, Tollygunge, Kolkata","North Indian, Fast Food",₹300,11am – 11pm (Mon-Sun)
Rasana Catering Service,4 votes,3.0,"82, Barui Para Lane, Baranagar, Kolkata","North Indian, Fast Food",₹100,9am – 10pm (Mon-Sun)
Air Deck,Cuisines:,-,"8th Floor, The Fern Residency, Rajarhat, New Town, Kolkata",Desserts,"₹1,000",5pm – 10:30pm (Mon-Sun)
Bhojanaloy,9 votes,2.9,"2, Kapasdanga, Bandel, Chinsura, Kolkata",Desserts,₹200,12noon – 11pm (Mon-Sun)
Bong Taste,6 votes,3.0,"Shapoorji Sukhobrishti, New Town, Kolkata",Mishti,₹200,8am – 1am (Mon-Sun)
The Chicken Story,36 votes,3.4,"Rabindra Path, Madhusudan Banerjee Road, Birati, Barasat, Kolkata",Mishti,₹300,4pm – 11pm (Mon-Sun)
City Club Multicuisine Restaurant,19 votes,3.3,"Bus Stand Terminus Building, Hooghly, Chinsura, Kolkata",Fast Food,₹500,11am – 11pm (Mon-Sun)
Koley's Kitchen,892 votes,4.1,"58/ 30, S N Banerjee Road, Titagarh, Barrackpore, Kolkata",Fast Food,₹450,10:30am – 10:30pm (Mon-Sun)
Roy's Kitchen,Cuisines:,-,"46, Sukchar Park, Sodepur, Kolkata",North Indian,₹200,1pm – 11pm (Mon-Sun)
Bhaiji Chat Corner,Cuisines:,-,"Greenfield Multipurpose Store Complex, Greenfield City, Behala Mauza, Sukdebpur, Behala, Kolkata",North Indian,₹250,9am – 11pm (Mon-Sun)
Ashraf Fast food,Cuisines:,-,"305, Raja Ram Mohan Roy Road, Behala, Kolkata",Mithai,₹200,12noon – 11pm (Mon-Sun)
Alo Fast Food,Cuisines:,-,"T 32, Teghoria, Rajarhat Road, New Town, Kolkata",Mithai,₹300,2pm – 11pm (Mon-Sun)
Bake Club,Cuisines:,-,"97A, Raja Rammohan Roy Road, Manton, Behala, Kolkata","North Indian, Fast Food",₹200,9:30am – 10pm (Mon-Sun)
Sri Ram Nasta Centre,Cuisines:,-,"BC 112, Anurupapally Road, Krishnapur, Kestopur, Kolkata","North Indian, Fast Food",₹100,7:30am – 9:30pm (Mon-Sun)
Khushboo Cook,Cuisines:,,"Opposite Fire Station, Patuli More Bypass, Garia, Kolkata",Bengali,₹200,
Chung Fa,Cuisines:,-,"23, Ananda Pally, Mahamayatala, Garia, Kolkata",Bengali,₹300,11am – 11pm (Mon-Sun)
Neel-Sima's Kitchen,Cuisines:,-,"Nabagram Jhil Road, Garia Station, Garia, Kolkata",Bengali,₹400,12noon – 12midnight (Mon-Sun)
Luscious Layers,Cuisines:,-,"143, Silver Estate, Methopara North, Doltala, Nazrul Sarani, Madhyamgram, Barasat, Kolkata",Bengali,₹400,9am – 6pm (Mon-Sun)
The Olive's,Cuisines:,-,"4/1/1, Tripupati Apartment, MB Road, Barasat, Kolkata",Biryani,₹400,11am – 10pm (Mon-Sun)
Sutripti Sweets,Cuisines:,,"61/1, Biren Roy Road, Behala, Kolkata",Biryani,₹300,
Tasty Fast Food Centre,Cuisines:,-,"Sakher Bazar, Paschim Barisha, Behala Kolkata",North Indian,₹200,10:30am – 10pm (Mon-Sun)
New Biswas,Cuisines:,-,"97, Santosh Roy Road, Behala, Kolkata",North Indian,₹300,12noon – 10pm (Mon-Sun)
Momo Wala,Cuisines:,-,"Kudhghat Netaji Metro, 171 Banerjee Para Road, Tollygunge, Kolkata","Fast Food, Beverages",₹350,12noon – 10:30pm (Mon-Sun)
Swade Bhora Rannaghar,12 votes,2.8,"42, Sri Charan Sarani, Bally, Howrah","Fast Food, Beverages",₹400,11am – 11pm (Mon-Sun)
Red Chilli Pepper,11 votes,2.9,"33/2, Mahatma Gandhi Road, Nandanpur, Budge Budge, Tara Tala, Kolkata","North Indian, Chinese, Fast Food",₹400,1:30pm – 11pm (Mon-Sun)
Zayka Rajasthan Ka,46 votes,3.2,"Near Unitech Gate 1, New Town, kolkata","North Indian, Chinese, Fast Food",₹300,7am – 11pm (Mon-Sun)
Biriyani Ghar,51 votes,3.1,"13/1, P. K. Ganguly Road, Bally, Howrah","Bakery, Fast Food",₹250,9am – 11pm (Mon-Sun)
Bahar Hotel,31 votes,3.7,"39A, Netaji Subhash Avenue, Serampore, Kolkata","Bakery, Fast Food",₹100,11:30am – 11:30pm (Mon-Sun)
Grill N Cafe,32 votes,3.5,"Hiland Cedar, Action Area 2B, Near Hiland Willows, New Town, Kolkata","Fast Food, Beverages",₹500,11am – 12midnight (Mon-Sun)
Adaab Hotel & Restaurant,255 votes,3.7,"E4, Lake View Park, Bonhoogly, Baranagar, Kolkata","Fast Food, Beverages",₹500,11am – 11pm (Mon-Sun)
Kurry 'n' Kebab,181 votes,3.9,"AK 2, Near 8 Island, Sector 2, Salt Lake, Kolkata","Chinese, Momos",₹600,12noon – 10pm (Mon-Sun)
Penguin Inn,571 votes,2.9,"21, B.T. Road, Khardah, Kolkata","Chinese, Momos",₹850,11am – 10:30pm (Mon-Sun)
Blue Heaven,Cuisines:,-,"EN 43, Hotel East Palace, Sector 5, Salt Lake, Kolkata, Kolkata","Continental, Fast Food, Beverages","₹1,000",10am – 10pm (Mon-Sun)
Kings Delicious Kitchen,Cuisines:,-,"24A, Amritalal Mukherjee Road, Behala, Kolkata","Continental, Fast Food, Beverages",₹100,11am – 11pm (Mon-Sun)
Mezban Biryani,Cuisines:,-,"Mahish Bathan, Dhapa, Near Sector 5, Salt Lake, Kolkata",Biryani,₹300,11am – 4am (Mon-Sun)
Food Junction,Cuisines:,-,"101/1, NN Road, Satgachi, South Dum Dum, Dum Dum, Kolkata",Biryani,₹500,12noon – 11pm (Mon-Sun)
Blue Nile Express,Cuisines:,-,"Shop S 5, Saha Bagan, Rajarhat Road, Chinar Park, Kolkata","Chinese, North Indian",₹200,11am – 10pm (Mon-Sun)
Nandy's Biryani,Cuisines:,-,"Fatakgora, Station Road, Chandannagar, Kolkata","Chinese, North Indian",₹150,11am – 10pm (Mon-Sun)
7/12 Fried Ice Cream Parlour,Cuisines:,-,"169, N.S.C Bose Road, South 24, Pargana, Narendra Pur, Kolkata",Biryani,₹200,11:30am – 10:10pm (Mon-Sun)
Kitchen Konnection,Cuisines:,-,"23, TN Mukerjee Road, Himnagar, Monoharpur, Near City Life, Gobra, Dankuni, Uttarpara, Kolkata",Biryani,₹150,9am – 10pm (Mon-Sun)
